comentario;sentimiento;base
Usted comparte la alegría exquisita del general Loewenhielm en su participación de Cailles en Sarcophage a pesar de que solo está viendo una película, pero solo desea una pequeña muestra para saborear.;1;imdb
Pero esta película discreta deja una impresión duradera.;1;imdb
La calidez que genera contrasta con el austero telón de fondo.;1;imdb
Saldrás del teatro con ganas de salir a bailar bajo las estrellas.;1;imdb
La actuación, como cabría esperar de este reparto, es de primera clase.;1;imdb
Los personajes se desarrollan sorprendentemente bien, particularmente Grimes y Blake, y todos los actores presentan sus líneas marcadas con guiones con la cantidad justa de lenguaje inexpresivo para hacer que el diálogo sea hilarante y realista.;1;imdb
Angus Scrimm también se desempeña bien en un papel breve pero memorable como el anatomista violento y amenazador, el doctor Quinn.;1;imdb
Conclusión - me encantó.;1;imdb
Hace mucho tiempo que no estaba entretenida con una película.;1;imdb
Lucho por encontrar algo malo que decir al respecto.;1;imdb
Mark my words, esta es una de esas películas de culto como Evil Dead 2 o Phantasm que la gente aún descubrirá y se enamorará con 20, 30, 40 años en el futuro.;1;imdb
Es bastante sorprendente que esta maravillosa película se hiciera en 1949, ya que Hollywood en general tenía sus cabezas colectivas en la arena sobre temas en blanco y negro en ese momento.;1;imdb
La película merece un gran reconocimiento por tomar esta posición, por tener una actuación excepcional de su elenco menos conocido y por el guión súper inteligente que no insulta a la audiencia ni toma el camino fácil cuando se trata del racismo blanco.;1;imdb
Además, con el presupuesto bastante modesto y el rápido tiempo de ejecución de la película, ¡hace un trabajo increíble!;1;imdb
Juano Hernández (un actor excepcional que desempeñó papeles secundarios en muchas películas de la época) es un hombre negro orgulloso que está acusado de asesinar a un hombre blanco en el sur.;1;imdb
Trumbull en I LOVE LUCY).;1;imdb
Míralo con tus hijos si tienes una oportunidad: abrirá un diálogo asombroso sobre hasta qué punto han llegado las relaciones raciales en los últimos 50 años.;1;imdb
Ver ambas películas si puedes.;1;imdb
Sin embargo, fue ese año el que nos recordó que Huston todavía estaba en la cima de su juego, como lo demuestra su fiel adaptación de la aclamada novela de James Joyce, The Dead.;1;imdb
Sentimientos, pensamientos ... La incomodidad de Gabriel durante el baile ... todos estos intangibles saltan a la vida y llegan al alcance del espectador en la representación de Huston.;1;imdb
Muy decepcionado y se preguntó cómo podría estar en la lista de los Oscar.;0;imdb
Es muy lento.;0;imdb
"Muchos agujeros en la trama: no hay nada sobre cómo se convirtió en el emperador	 Nada de donde pasó 20 años entre su infancia y su edad madura.";0;imdb
) No pierdas tu tiempo.;0;imdb
End of Days es una de las peores películas de acción de gran presupuesto que he visto.;0;imdb
Seguramente no sabe cómo hacer una película de acción coherente del guionista de Air Force One, que solo estaba obligado a escribir el guión por una gran suma de dinero.;0;imdb
Esta fue una de las peores películas que he visto en mi vida.;0;imdb
Todavía estoy tratando de superar lo malo que fue.;0;imdb
Esta película es posiblemente una de las obras de terror más creativas de la historia.;1;imdb
Tiene todo lo que pueda desear: suspenso, drama, comedia, parcelas confusas, nativos americanos, cerebros ... Si está buscando el todo, el final de todas las películas de cerebros, no busque más.;1;imdb
 Con excelentes efectos de sonido e impresionantes efectos especiales, no puedo recomendar esta película lo suficiente.;1;imdb
Llámame loco, pero creo que esta es una de las mejores películas de la historia.;1;imdb
Grandes actores del personaje Telly Savalas y Peter Boyle.;1;imdb
1 hora y 54 minutos de puro tedio, melodrama y actuación horrible, un lío de un guión y un sentimiento de hundimiento de BUEN SEÑOR, ¿QUÉ PENSABAN?;0;imdb
Muchos agujeros en el guión.;0;imdb
Es como una mala película de televisión de dos horas.;0;imdb
Ahora imagine que todas y cada una de esas decisiones se tomaron mal.;0;imdb
El diálogo es atroz.;0;imdb
La actuación está más allá de lo abismal.;0;imdb
Todo apesta;0;imdb
El problema es que la escritura y la dirección hacen que sea imposible establecer aquellas cosas que hacen que una película sea visible, como el personaje, la historia, el tema, etc.;0;imdb
Peor aún, hay una trama secundaria increíblemente débil que sigue a una pequeña banda de mansonitas de los últimos días que persiguen a un reportero que está trabajando en una historia sobre el aniversario de los asesinatos.;0;imdb
Es tonto y sin sentido, y una completa pérdida de tiempo.;0;imdb
En resumen, no te molestes con esta película.;0;imdb
No lo estropearé, pero el final es bastante sorprendente.;1;imdb
La mejor escena de la película es al final, pero no la estropearé.;1;imdb
Si alguna vez hubo una indicación de la capacidad de un escritor y un director para fusionar dos temperamentos altamente volátiles en una unión perfecta de creatividad, ¡entonces esto es todo!;1;imdb
El resultado es un logro poderoso, hecho más oportuno ahora tal vez debido a la fascinante fascinación de nuestra cultura por la celebridad, y sus interpretaciones distorsionadas de la fama.;1;imdb
Una película que no se olvida fácilmente.;1;imdb
Pero, Kevin Spacey es un excelente tsunami verbal como Buddy Ackerman y es totalmente creíble porque es un gran actor.;1;imdb
Los guiones de la sutil comedia no tienen parangón con ninguna película en los últimos años.;1;imdb
Los personajes son interesantes, aunque un poco predecibles.;1;imdb
Muy recomendado para todas las edades, aunque el conjunto más joven probablemente no apreciará algunas de las referencias más sutiles, ¡sin duda apreciarán una escena de galera en particular!;1;imdb
¡Gran pelicula!;1;imdb
También la historia y la actuación fueron débiles.;0;imdb
Alrededor de las 4 pm Lo compré, alrededor de las 8 pm Comencé a mirar, alrededor de las 8:15 pm Avancé rápidamente la película restante para ver si quedaba algo visible para un ser humano con cerebro ... pero no lo había.;0;imdb
De cualquier manera, apesta.;0;imdb
El guión es terriblemente estúpido.;0;imdb
La historia comienza demasiado rápido sin ningún tipo de suspenso o acumulación en lo más mínimo.;0;imdb
Todo lo que dice el capitán Howdy es ridículo o simplemente estúpido.;0;imdb
¡¿Qué clase de mierda es esa ?!;0;imdb
Luego, están los agujeros de la trama.;0;imdb
¡Podrías conducir un camión en estos agujeros!;0;imdb
Linda Cardellini es lo único bueno en esta película.;1;imdb
Ella está preparada y es increíble.;1;imdb
Dee Snider simplemente apesta.;0;imdb
No puede actuar (uno de los villanos menos temibles que he visto), no puede escribir (¿escribió esta maldita película mientras dormía?;0;imdb
Me aburrí durante toda la maldita cosa.;0;imdb
La actuación apesta, la música apesta, el guión apesta, el ritmo apesta, el FX especial chupa, la dirección apesta ... básicamente, esta película apesta.;0;imdb
Esta película trata de ser una película de suspenso / horror seria y sofisticada y falla estrepitosamente.;0;imdb
Esta es probablemente una de las películas menos efectivas y absolutamente poco originales que he visto en toda mi vida.;0;imdb
Un pedazo de basura cinematográfica capturado en celuloide.;0;imdb
Evitar a cualquier costo.;0;imdb
En cualquier caso, esta película apesta, no es graciosa, y Fulci debería haberse quedado con giallo y películas sobrenaturales de zombies.;0;imdb
Evita esta película a toda costa.;0;imdb
No sé qué pasó en la quinta temporada, qué desastre.;0;imdb
El único hilo consistente que mantuvo la serie unida fueron las increíbles actuaciones de Leni Parker y Anita LaSelva como las dos Taelons en un conflicto silencioso ideal.;0;imdb
Ahora esta es una película que realmente me disgusta.;0;imdb
Es una de las películas de terror más aburridas de los años 90, principalmente porque comienza lento y se centra en una atmósfera aburrida.;0;imdb
Las marionetas se ven muy cursis, no de una buena manera como en las películas de los 80 de Puppet Master.;0;imdb
La historia es escasa, no interesante y NUNCA explica realmente los orígenes siniestros de los títeres.;0;imdb
No hay escenas de muerte como en películas anteriores y los f / x son terribles.;0;imdb
Me sentí dormido la primera vez que lo vi, por lo que puedo recomendarlo para los insomnes.;0;imdb
El hecho es que esta película es una historia maravillosa y conmovedora sobre dos personas que persiguen sus sueños.;1;imdb
La mejor parte de la enfermera Betty es su imprevisibilidad.;1;imdb
El director Neil LaBute usa la violencia brutal para separar los sueños de la realidad, y junto con el drama conmovedor y la comedia hilarante, nunca se puede decir qué sucederá a continuación.;1;imdb
De lo contrario, ni siquiera pierdas tu tiempo en esto.;0;imdb
Éste simplemente no logra crear ningún suspenso real.;0;imdb
En cuanto al asesino, no esperes nada original ni remotamente aterrador.;0;imdb
Hay, sin embargo, bastante buena actuación (al menos, para este tipo de película).;1;imdb
Lo siento mucho, pero realmente no puedo recomendarlo a nadie.;0;imdb
Una de las películas más aburridas y sin sentido que he visto en mi vida.;0;imdb
La línea de trazado secundaria es incomprensible y su relación con la línea de trazado principal es desconcertante.;0;imdb
Lo odié.;0;imdb
Esta es una de las peores películas de Sandra Bullock desde Speed ​​2, pero no tan mala.;0;imdb
No entiendo cómo llegó esta basura a los estantes de la tienda de películas, ¡ni siquiera es una película real!;0;imdb
Dudo mucho que a nadie le guste esta basura.;0;imdb
Esto no es hacer películas.;0;imdb
Actuar es como ver marionetas de madera moverse y leer un libro, eso es lo malo que es.;0;imdb
Así que estoy aquí para advertirte: NO ALQUILES ESTA PELÍCULA, ¡es la cosa más tonta que nunca has visto!;0;imdb
El otro día vi este cortometraje en HBO y me encantó.;1;imdb
No me di cuenta de lo maravilloso que es realmente el corto hasta las dos últimas escenas.;1;imdb
Excelente cortometraje.;1;imdb
Con suerte, el director James Cox puede convertir el corto en un largometraje con el mismo reparto, o ganarnos con una nueva película.;1;imdb
Estoy de acuerdo con Jessica, esta película es bastante mala.;0;imdb
Los personajes son unidimensionales, incluso los buenos y especialmente los malos.;0;imdb
La línea de la historia es totalmente predecible.;0;imdb
No mucho diálogo, no mucha música, toda la película fue filmada tan elaborada y estéticamente como una escultura.;1;imdb
He visto telenovelas más inteligentes que esta película.;0;imdb
Malos personajes, mala historia y mala actuación.;0;imdb
Realmente terrible.;0;imdb
No es fácil de ver.;0;imdb
Divertido, inteligente, a la moda - ¡como la película anterior de Pray, Hype!;1;imdb
Hace mucho tiempo que no veía a un actor tan carismático en la pantalla.;1;imdb
Paolo Sorrentino ha escrito una maravillosa historia sobre la soledad y Tony ha creado uno de los personajes más inolvidables que se han visto en las películas en los últimos años.;1;imdb
La película no es completamente perfecta, pero 'Titta Di Girolamo' se quedará contigo durante mucho tiempo después de la visión de la película.;1;imdb
