habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
3,69.84,1,1,0,1,6.22,7.47,342.40
4,106.91,2,2,2,3,0.00,7.87,263.20
4,109.10,2,2,3,3,0.00,8.07,206.74
4,79.85,2,0,3,4,0.00,7.45,238.10
1,32.34,2,1,1,1,0.00,6.03,128.44
4,68.88,1,1,0,2,2.27,8.84,205.54
5,68.63,2,1,3,0,6.45,7.19,385.55
4,98.74,1,0,4,0,6.27,3.39,310.57
1,30.00,2,1,1,0,0.00,3.65,124.48
4,88.34,1,1,4,3,2.85,6.61,290.12
6,100.48,1,1,0,0,0.00,5.83,170.76
6,111.63,2,2,3,4,1.67,8.07,315.94
6,105.85,1,0,2,1,0.00,2.62,171.96
2,68.94,1,1,0,2,0.00,8.74,128.28
1,30.00,2,2,4,2,2.54,3.73,292.97
1,54.26,2,1,2,0,0.00,5.70,159.61
1,49.40,2,0,2,0,0.00,3.90,104.38
1,77.68,1,1,2,3,0.00,5.22,145.27
1,34.30,1,2,4,2,0.00,7.03,178.06
3,52.01,1,0,0,4,0.00,7.50,156.02
4,93.47,1,0,4,4,6.43,6.75,390.66
1,79.88,1,2,4,2,0.00,7.41,171.88
4,65.38,1,0,0,1,0.00,4.78,171.77
2,64.22,1,0,3,1,0.00,2.39,145.64
2,46.03,2,1,3,1,0.00,7.38,120.96
5,95.19,2,2,2,1,1.14,6.02,233.29
2,59.54,2,2,4,4,0.00,8.16,239.91
4,71.26,2,2,2,0,3.58,2.15,288.22
5,101.68,1,2,1,4,0.00,2.78,256.60
3,62.65,1,0,3,1,0.00,7.87,158.26
2,43.50,1,0,0,3,0.00,3.01,162.17
3,70.97,2,0,2,3,0.00,4.26,207.30
3,72.10,1,1,3,3,0.00,8.50,180.25
4,94.78,1,0,0,3,0.00,5.90,155.42
4,75.84,2,0,0,3,0.00,8.21,181.04
4,72.79,2,1,1,1,3.64,8.91,260.67
2,65.24,1,0,4,0,0.00,6.81,122.95
4,85.10,2,0,3,1,0.00,3.57,206.50
1,55.15,1,1,0,0,0.00,4.66,69.97
1,54.49,1,0,4,1,4.84,4.63,225.76
2,30.00,2,0,0,3,0.00,3.71,135.19
1,46.42,2,2,1,0,0.00,8.38,140.99
3,36.74,2,1,1,0,0.00,6.11,180.08
2,30.00,2,0,4,0,1.88,7.11,249.41
3,65.29,1,1,3,1,0.00,3.80,165.81
6,134.61,1,1,0,4,0.00,8.13,248.40
1,41.32,1,2,1,2,5.00,3.61,254.75
6,105.00,2,0,3,4,0.00,2.22,261.12
1,99.70,2,2,0,2,5.83,2.34,301.25
5,71.80,1,1,2,1,0.00,3.93,194.84
1,30.00,2,2,0,3,4.78,7.88,280.29
6,110.93,2,1,2,4,0.00,2.41,239.34
3,91.52,2,1,3,2,3.16,6.08,290.32
5,95.11,2,0,4,3,0.00,2.04,201.45
1,49.79,2,2,4,0,6.02,5.92,343.17
1,67.32,2,0,1,2,0.00,2.14,178.31
4,85.06,1,0,3,2,0.00,2.63,136.50
6,138.40,2,1,0,1,2.12,5.02,241.44
5,97.35,1,1,4,1,6.34,8.02,388.11
2,74.08,2,0,3,4,0.00,7.42,234.43
6,81.06,2,1,4,1,0.00,7.03,265.74
1,38.31,2,1,4,1,3.24,3.49,262.34
4,104.55,2,1,4,4,0.00,4.64,220.00
2,52.62,2,0,3,0,0.00,5.32,117.41
5,80.64,2,1,2,4,0.00,8.63,220.28
1,68.40,1,0,4,2,1.67,7.47,170.26
4,98.61,1,0,2,0,3.43,2.76,210.85
6,68.82,1,0,4,3,5.83,7.23,389.88
1,83.94,1,1,3,4,0.00,8.02,145.37
3,69.32,2,1,1,0,0.00,8.24,147.38
4,86.85,1,1,0,1,2.60,8.07,246.24
6,105.18,2,0,3,2,0.00,5.96,247.22
1,56.35,2,2,1,1,0.00,7.85,174.20
6,116.95,1,1,3,3,0.00,6.94,238.19
4,82.87,2,2,1,3,0.00,4.17,225.36
1,49.74,2,2,3,2,0.00,6.59,232.47
5,108.17,1,2,3,2,4.81,5.47,322.89
4,102.19,1,2,3,0,0.00,8.68,191.65
6,76.24,2,1,3,1,0.00,8.78,224.91
6,104.38,2,1,0,0,0.00,7.64,181.40
2,80.65,2,1,2,1,0.00,5.62,181.65
4,91.67,2,2,0,0,0.00,5.23,185.69
6,112.93,2,2,4,0,0.00,4.04,252.37
2,53.64,1,1,3,0,0.00,2.93,100.70
2,38.59,2,1,1,3,4.04,8.57,288.79
4,110.11,1,2,2,3,1.18,2.40,202.04
5,91.43,1,0,2,0,0.00,2.66,173.74
3,75.88,1,2,1,4,1.02,5.71,237.86
5,79.48,2,0,1,3,0.00,3.54,189.15
6,94.44,1,2,0,1,0.00,8.68,209.07
1,43.50,1,0,3,1,0.00,7.56,149.90
5,121.27,2,1,2,1,0.00,2.37,193.85
5,74.21,2,2,1,3,5.95,4.57,408.60
2,31.19,2,1,0,2,0.00,7.79,180.03
5,88.85,1,2,3,3,3.05,4.82,280.60
6,113.48,2,2,0,1,5.77,4.57,360.46
2,82.47,2,1,0,0,0.00,8.53,151.94
4,102.88,2,1,4,3,5.37,6.63,392.07
6,130.59,1,1,2,3,0.00,8.10,254.47
5,80.58,1,2,2,3,0.00,5.66,231.23
4,80.64,1,2,2,1,0.00,6.89,190.40
3,94.65,1,2,0,0,0.00,8.11,152.76
6,111.55,1,2,2,2,0.00,4.24,227.77
3,64.36,2,1,1,1,0.00,6.91,200.85
5,80.16,2,1,0,0,0.00,8.47,184.48
2,30.00,1,2,0,2,0.00,4.78,142.69
5,113.78,1,2,2,0,0.00,3.96,155.33
4,60.17,1,1,4,2,1.46,6.08,228.52
1,50.54,2,1,1,3,0.00,4.56,179.84
4,123.15,1,1,0,3,0.00,2.35,205.19
2,42.18,1,2,3,2,0.00,8.14,177.23
4,63.14,2,1,4,3,0.00,7.47,260.72
5,120.96,1,0,0,2,4.74,3.52,268.18
6,70.29,2,1,1,1,0.00,8.33,215.60
2,57.16,1,0,4,1,0.00,2.10,112.16
6,100.66,1,0,3,3,0.00,6.72,217.97
2,62.52,2,2,1,2,2.30,4.23,250.60
5,107.23,2,1,3,0,0.00,6.50,199.36
2,72.36,1,2,2,2,3.37,2.88,208.19
5,72.51,2,2,1,1,0.00,7.25,171.49
6,124.22,2,2,4,2,0.00,3.21,272.14
1,52.86,2,0,3,0,0.00,7.36,145.65
3,54.10,2,0,4,2,0.00,4.08,205.09
6,143.13,2,0,1,3,5.23,8.38,378.80
1,30.00,1,1,3,1,0.00,5.35,137.57
5,78.16,1,1,3,2,1.33,3.64,230.74
4,81.46,2,0,3,3,0.00,4.78,199.90
2,80.20,2,2,2,0,0.00,6.98,153.59
4,97.32,1,2,3,3,1.07,3.58,229.07
4,95.10,2,1,0,4,0.00,3.88,207.26
1,30.00,1,0,2,3,0.00,2.25,127.08
4,88.14,2,1,2,0,0.00,4.07,178.35
2,90.09,2,2,3,1,0.00,5.13,187.45
2,96.84,2,1,1,0,0.00,2.74,174.83
4,105.26,1,2,1,1,0.00,8.42,150.71
4,111.86,1,2,4,2,0.00,6.59,189.49
1,42.01,1,1,3,1,6.96,4.12,298.19
6,113.08,1,1,0,0,0.00,2.38,149.18
2,41.57,1,0,4,3,0.00,4.66,172.68
6,117.44,1,1,2,0,0.00,2.83,158.61
2,32.88,2,0,3,1,0.00,6.50,177.64
6,143.90,2,0,0,0,0.00,2.73,182.12
6,168.26,1,2,0,0,0.00,4.05,182.56
1,43.02,1,2,1,4,0.00,8.51,133.02
2,93.84,1,1,4,4,5.20,4.16,300.10
4,96.74,1,2,3,0,0.00,7.57,226.91
2,68.81,1,1,2,0,3.86,6.86,245.63
6,93.24,2,2,0,2,0.00,4.44,196.90
1,30.00,2,0,4,1,5.36,5.89,297.20
2,81.50,1,1,1,1,0.00,7.49,150.88
2,37.84,1,0,2,0,4.04,4.58,211.07
3,92.83,1,0,3,0,1.21,4.90,183.91
4,30.00,2,1,1,2,0.00,7.44,191.03
5,103.97,2,2,3,2,0.00,7.96,273.31
6,137.13,1,2,0,2,0.00,6.99,216.42
5,116.83,2,1,2,1,0.00,8.17,238.54
2,62.30,1,1,2,3,0.00,4.09,80.31
1,61.90,1,2,1,3,0.00,3.73,129.20
5,98.41,2,1,4,2,0.00,8.45,214.22
6,114.93,2,0,2,4,0.00,5.64,245.58
3,81.71,1,0,2,3,0.00,4.23,177.41
1,95.32,1,2,3,3,4.30,3.06,264.04
1,67.34,1,2,0,2,6.99,7.41,319.46
6,155.31,1,0,1,3,0.00,6.15,209.66
5,136.64,1,0,1,1,0.00,2.11,171.02
6,87.73,1,1,1,2,4.62,2.72,326.71
3,63.62,2,2,0,4,3.34,6.61,293.73
3,97.49,1,1,2,1,0.00,6.14,154.16
5,112.54,2,2,1,3,0.00,5.96,224.11
2,72.59,2,2,0,2,0.00,5.33,172.55
1,76.31,1,0,1,2,0.00,3.12,79.63
6,120.68,2,1,4,3,0.00,4.57,282.38
6,107.26,1,1,4,3,1.32,3.52,281.07
6,124.50,1,1,2,0,0.00,7.96,168.85
6,99.15,2,2,4,2,6.12,4.63,405.51
2,34.05,2,2,0,3,0.00,2.69,136.03
2,52.38,1,0,4,0,0.00,3.51,131.06
3,93.50,2,1,2,2,0.00,4.30,185.19
3,70.65,2,1,4,0,3.30,7.19,292.03
5,118.88,2,0,4,0,0.00,5.30,190.37
4,110.49,2,2,4,1,3.91,2.50,339.91
2,69.79,2,1,2,2,6.69,3.22,344.06
1,53.34,2,2,3,4,0.00,7.96,208.81
6,111.70,1,0,0,0,0.00,8.33,135.80
4,87.43,2,0,4,4,0.00,4.10,224.42
2,80.78,2,0,0,2,0.00,8.31,179.72
2,30.00,2,0,4,1,5.40,8.23,312.69
6,116.86,1,0,3,2,0.00,6.67,215.45
5,122.56,1,0,2,2,0.00,5.60,192.87
5,108.66,1,1,1,0,0.00,5.68,197.87
3,62.95,1,0,2,3,0.00,4.95,151.72
3,67.15,2,2,3,3,0.00,5.89,194.48
5,110.95,1,0,3,3,0.00,8.23,205.48
5,110.82,1,0,2,2,0.00,7.47,210.04
5,117.65,2,2,4,1,3.04,6.51,289.24
5,94.90,1,1,4,3,0.00,8.24,240.71
6,92.36,1,1,0,1,0.00,2.16,139.59
3,53.82,1,1,4,4,0.00,6.55,183.44
4,83.63,2,0,2,2,3.07,5.36,276.28
6,89.02,2,1,0,3,4.82,7.48,360.76
3,94.86,1,1,3,3,0.00,5.30,172.96
1,43.72,1,1,2,2,0.00,2.40,140.38
6,108.11,2,1,4,3,6.41,3.69,419.33
2,82.60,2,2,2,1,0.00,7.36,194.43
1,31.38,2,0,3,2,5.93,7.63,374.48
5,113.77,1,2,2,0,0.00,4.60,160.49
1,84.92,2,2,2,2,1.49,4.67,201.41
3,61.38,2,1,4,0,0.00,8.19,229.68
6,113.95,1,1,4,1,0.00,6.63,237.06
3,65.48,2,0,1,4,2.82,3.23,287.06
5,105.83,2,2,0,1,0.00,3.00,217.57
5,115.85,1,1,2,3,0.00,3.13,202.08
1,61.44,2,1,3,4,0.00,4.55,182.43
6,141.98,2,1,2,1,0.00,3.80,218.02
2,55.57,2,0,0,1,4.01,8.65,270.46
1,60.76,1,0,0,0,0.00,7.21,93.44
3,77.25,1,0,3,0,0.00,5.97,115.48
6,121.98,2,2,2,2,0.00,2.50,221.99
1,32.01,1,1,3,1,0.00,6.84,104.31
3,87.13,2,2,1,2,0.00,6.82,213.40
6,117.94,1,0,3,0,6.24,4.63,375.65
3,66.36,2,1,1,0,0.00,4.63,171.59
6,84.19,2,0,1,4,0.00,7.71,271.63
1,30.00,1,2,2,3,5.54,2.09,263.61
4,110.58,2,0,2,4,5.98,3.38,397.24
1,50.69,2,2,1,0,0.00,5.19,141.32
4,101.50,1,1,4,4,0.00,8.65,222.57
5,99.10,2,0,2,0,0.00,5.75,184.12
6,97.69,2,0,1,4,0.00,7.24,210.17
5,96.62,1,0,3,2,0.00,3.40,195.64
4,101.76,1,2,0,4,1.71,3.42,161.32
2,44.81,1,2,0,3,0.00,2.93,198.51
4,101.10,1,1,3,3,0.00,4.70,173.96
2,39.10,2,0,0,3,0.00,5.80,112.53
3,76.96,1,2,4,3,0.00,5.30,179.63
6,102.38,2,1,0,4,0.00,4.40,238.96
3,59.14,2,0,3,0,0.00,3.34,156.05
5,76.96,1,0,3,3,0.00,6.11,153.04
5,109.98,1,1,1,1,0.00,2.28,157.87
2,30.00,2,1,3,1,0.00,3.22,139.45
4,109.53,2,0,4,1,3.29,6.20,296.31
2,40.70,2,1,0,1,0.00,4.48,124.70
4,56.37,2,2,4,2,0.00,6.79,229.81
1,58.44,1,1,4,0,5.52,3.80,280.44
4,73.29,1,2,1,3,0.00,6.61,231.81
5,70.60,1,2,3,4,0.00,3.07,227.45
4,42.26,1,2,3,4,3.94,8.92,326.30
6,106.56,1,2,3,1,0.00,2.58,202.31
2,39.42,1,2,1,2,3.91,7.30,273.42
2,30.00,1,1,4,0,0.00,5.98,159.05
4,115.41,2,2,3,3,0.00,6.07,257.38
1,30.00,1,0,1,4,0.00,6.80,138.71
5,96.63,1,1,4,2,0.00,8.61,227.55
6,114.00,1,0,3,3,6.71,4.58,396.63
5,116.65,2,1,4,4,0.00,8.79,261.28
4,121.83,2,1,3,2,0.00,4.57,186.46
6,112.87,2,2,1,3,6.04,8.50,418.37
4,72.12,2,1,4,0,0.00,5.49,174.33
1,30.02,2,2,4,2,0.00,5.54,199.27
5,118.33,2,1,0,4,0.00,5.10,270.61
2,57.26,2,1,1,1,0.00,8.76,169.60
2,70.54,2,0,4,0,0.00,4.12,172.59
3,99.06,1,2,4,1,0.00,6.07,167.91
3,86.31,1,2,3,3,0.00,6.99,189.77
1,48.43,2,0,3,3,3.66,8.72,255.61
6,58.91,2,1,0,0,0.00,4.07,170.33
5,118.33,2,2,4,0,6.65,7.12,420.55
4,94.56,1,1,4,3,0.00,5.77,169.38
6,110.65,2,1,0,3,0.00,2.81,205.94
5,120.40,2,2,1,3,0.00,6.83,249.45
1,49.66,1,0,0,4,0.00,6.84,163.81
4,102.39,1,2,4,4,0.00,7.39,208.59
5,99.83,1,1,3,1,2.95,3.19,276.04
5,117.03,2,0,4,4,0.00,6.83,248.23
2,57.66,1,0,4,4,0.00,5.31,203.66
5,76.86,1,0,1,4,2.45,3.50,296.26
2,80.38,1,2,4,1,3.87,7.15,284.12
6,98.07,1,2,4,0,0.00,3.16,166.44
3,54.42,1,0,2,1,4.89,8.42,261.69
1,33.01,1,1,4,0,0.00,3.53,158.41
1,58.98,2,2,4,1,0.00,7.02,171.87
3,59.88,2,2,3,0,0.00,6.90,173.17
6,89.48,2,0,2,3,0.00,2.43,260.90
6,87.06,2,1,0,0,0.00,5.59,188.42
5,121.26,1,2,2,4,0.00,7.50,228.07
2,51.78,1,0,3,3,0.00,7.50,155.08
2,53.07,1,0,3,2,0.00,6.86,122.13
4,79.64,1,2,2,4,0.00,6.35,171.03
1,63.63,1,0,3,0,0.00,4.16,133.97
5,86.43,1,1,2,2,0.00,6.76,159.24
4,95.96,2,1,1,1,0.00,5.21,179.23
5,126.07,2,1,0,4,6.58,3.45,384.55
2,74.69,2,1,1,3,0.00,2.28,188.35
6,113.84,1,2,4,3,5.63,2.73,363.71
1,61.08,2,0,0,0,0.00,5.00,98.03
1,34.26,2,1,0,3,6.47,6.34,364.74
1,34.83,1,0,3,2,0.00,5.86,144.80
2,94.82,1,0,2,0,0.00,4.11,90.47
2,52.08,1,1,3,4,0.00,6.90,196.30
6,122.38,1,0,3,3,0.00,3.94,218.60
4,90.06,2,2,2,3,0.00,5.71,255.98
3,88.07,2,0,1,0,3.66,8.56,298.65
5,126.09,2,2,2,3,0.00,2.04,217.86
4,85.76,2,0,4,2,0.00,6.33,213.84
2,62.70,1,2,3,4,4.60,3.35,327.26
5,96.79,2,2,1,4,4.79,5.63,380.27
4,92.00,2,0,4,3,4.51,2.72,340.41
2,57.43,2,0,4,0,0.00,4.73,125.52
5,132.96,1,2,1,1,0.00,5.88,226.14
1,31.91,2,0,1,2,0.00,3.49,149.36
2,65.32,1,0,2,1,2.59,8.89,162.93
1,34.47,1,0,1,3,0.00,7.70,179.75
1,46.86,2,0,2,4,0.00,4.80,158.45
1,32.68,2,2,2,0,6.63,4.49,324.15
5,100.43,2,0,1,2,0.00,7.76,180.05
6,82.92,2,0,0,2,1.40,7.33,253.58
6,103.34,1,2,0,4,0.00,7.73,191.00
6,96.59,2,1,3,3,0.00,4.13,239.30
6,99.15,2,0,4,4,0.00,6.05,253.38
6,121.77,2,1,2,0,0.00,2.74,191.23
3,83.86,1,0,1,2,0.00,7.34,122.95
6,111.44,1,2,0,2,0.00,3.99,157.81
4,92.22,1,0,3,2,0.00,3.83,177.99
3,70.96,2,0,3,2,0.00,7.21,183.30
3,64.42,2,0,2,2,0.00,5.57,160.03
6,144.79,2,0,0,2,3.92,2.92,330.50
5,92.80,2,0,4,4,0.00,2.37,256.45
4,66.77,1,0,0,1,4.72,6.73,281.36
2,46.32,1,0,0,4,4.29,2.36,271.63
4,96.71,1,2,1,2,0.00,5.34,177.32
4,67.01,2,1,4,0,0.00,2.19,154.35
4,84.43,1,0,0,3,0.00,4.16,170.36
6,95.21,2,1,4,0,0.00,8.37,253.93
1,30.00,2,2,2,1,1.66,6.98,223.96
6,89.12,2,0,0,4,0.00,5.43,245.67
1,48.19,1,1,1,2,0.00,4.46,92.98
5,108.45,1,0,1,1,5.47,5.71,341.21
3,58.55,1,2,0,4,0.00,5.34,165.87
3,63.27,1,0,0,3,0.00,8.67,166.50
5,89.20,2,2,4,1,0.00,3.57,204.22
1,78.82,2,1,1,4,6.75,6.92,356.72
4,106.27,2,0,4,0,0.00,2.64,215.98
3,58.61,2,2,0,2,3.43,6.56,285.90
3,53.78,1,1,2,3,0.00,2.52,128.47
2,48.08,2,2,0,3,0.00,8.94,207.05
5,107.39,1,0,1,2,1.55,2.21,201.02
3,86.33,1,1,4,3,0.00,7.59,133.00
2,92.81,2,0,3,2,0.00,4.49,159.70
2,43.92,1,0,4,2,0.00,5.59,177.97
5,73.98,1,0,2,3,0.00,2.45,160.28
5,85.75,2,1,0,4,5.05,4.28,349.66
6,118.39,2,1,1,1,0.00,3.42,233.87
6,104.09,1,0,1,1,0.00,2.08,184.97
5,74.61,2,0,0,4,0.00,7.68,227.54
5,85.17,1,1,1,4,0.00,2.68,182.46
3,65.80,2,0,2,3,4.15,3.21,327.21
1,41.45,2,1,2,1,0.00,3.16,161.48
3,89.48,1,0,2,1,0.00,3.56,149.74
3,80.27,1,0,2,0,0.00,5.84,99.33
6,90.20,2,1,4,3,0.00,3.86,272.06
2,30.00,1,0,4,4,0.00,2.07,142.32
3,92.32,2,1,1,1,0.00,5.39,174.71
4,127.39,1,1,1,3,0.00,2.99,169.72
1,30.00,1,1,2,1,0.00,8.44,107.14
5,129.10,1,1,3,1,0.00,8.89,190.32
6,91.36,1,0,4,0,0.00,4.13,189.58
6,57.84,2,1,2,4,0.00,5.52,291.83
1,36.49,1,2,4,1,0.00,8.43,182.87
4,91.14,1,0,1,1,0.00,4.45,140.64
5,101.77,2,1,1,3,0.00,4.92,229.72
2,50.34,2,1,0,1,2.12,2.22,195.82
4,80.15,2,0,1,1,0.00,8.73,163.15
2,48.65,1,0,2,1,5.12,8.92,268.47
4,95.74,2,2,4,4,0.00,6.14,274.37
1,49.05,1,1,2,1,0.00,3.93,140.36
5,108.48,2,0,3,3,4.63,5.43,343.80
1,80.48,2,2,3,3,6.65,5.27,373.89
2,76.91,2,2,0,3,0.00,4.82,197.62
3,74.85,2,0,1,2,0.00,3.15,180.50
6,81.24,2,0,1,2,0.00,3.58,253.39
4,99.96,1,1,3,4,0.00,8.45,203.29
4,104.08,1,1,0,3,0.00,4.25,189.11
1,30.00,2,0,2,0,0.00,3.56,127.81
3,44.53,1,1,2,1,2.27,3.90,214.77
6,119.28,1,1,0,3,6.78,5.54,376.56
6,122.72,2,0,1,4,0.00,4.80,243.48
6,92.72,2,0,4,1,0.00,8.56,244.93
6,111.91,1,0,2,0,0.00,8.59,156.72
3,94.80,2,0,2,0,0.00,8.59,172.27
2,79.60,2,0,3,2,0.00,5.99,176.86
4,75.51,1,0,3,4,0.00,2.61,226.43
6,93.03,2,1,4,3,0.00,5.66,275.35
4,77.04,1,2,0,2,0.00,7.70,182.19
2,35.64,1,2,2,0,0.00,6.47,118.91
4,71.95,1,0,2,2,0.00,6.71,167.68
2,61.03,1,0,3,4,1.12,2.04,145.70
4,85.46,2,2,2,1,0.00,3.74,221.06
1,87.72,1,1,0,4,0.00,6.62,157.40
2,67.50,1,2,1,0,0.00,7.78,158.97
1,99.37,1,0,4,4,0.00,5.12,162.10
2,30.00,1,1,4,0,6.55,7.96,315.91
6,103.53,2,1,0,2,2.26,4.09,327.27
6,116.98,1,2,4,0,0.00,7.38,229.45
2,85.42,2,1,2,4,3.51,7.69,297.21
6,133.73,2,0,3,4,0.00,6.24,255.44
2,78.68,2,1,0,0,0.00,3.26,137.39
6,107.88,1,1,1,4,0.00,4.13,202.72
1,52.66,2,0,2,1,0.00,4.67,133.39
5,119.64,1,0,3,4,0.00,4.84,219.69
2,92.69,1,2,1,1,0.00,5.16,138.34
4,75.04,1,1,2,0,0.00,3.60,159.81
5,97.25,2,0,0,4,3.94,7.50,353.62
4,100.53,2,2,4,3,3.82,6.75,355.20
2,31.21,2,2,3,4,3.18,8.64,335.99
4,104.69,2,1,2,4,0.00,8.15,260.46
5,131.67,1,1,0,1,0.00,2.95,183.62
2,56.85,2,2,3,3,0.00,2.31,169.71
5,129.89,1,1,4,2,0.00,2.84,205.52
4,103.12,2,2,0,3,0.00,3.63,223.74
1,50.77,1,1,2,2,0.00,6.66,122.28
2,77.34,2,0,2,4,0.00,7.91,204.58
2,37.83,2,1,1,3,4.96,6.86,303.17
3,56.03,2,1,1,4,0.00,8.91,221.67
5,113.60,1,1,4,3,0.00,5.96,262.42
3,48.50,1,1,1,1,5.50,6.55,302.30
5,115.59,1,0,1,3,0.00,5.45,184.87
5,89.19,2,0,3,4,0.00,8.69,229.82
1,30.81,1,2,4,1,0.00,8.95,197.48
3,70.67,1,1,0,2,0.00,8.65,157.45
2,80.70,2,0,1,3,0.00,5.07,183.99
3,83.50,1,0,2,2,0.00,2.23,89.38
6,111.94,2,2,3,2,0.00,8.64,251.67
1,61.92,2,0,2,2,3.53,7.82,263.75
5,118.67,1,2,3,0,0.00,3.78,168.88
1,72.00,1,1,2,2,0.00,6.49,134.64
5,94.55,1,1,1,3,0.00,2.58,220.42
6,130.15,2,0,3,3,0.00,8.88,258.50
3,70.34,1,2,4,2,5.74,7.86,392.27
4,112.48,1,0,1,4,0.00,4.17,181.06
3,55.46,1,0,1,0,0.00,8.71,167.83
1,64.70,1,1,0,1,0.00,7.28,83.72
3,70.97,2,0,0,0,1.02,8.71,183.58
2,48.08,1,2,2,1,0.00,2.72,122.47
5,107.72,2,2,4,4,1.45,8.40,299.04
5,74.98,1,2,4,2,0.00,2.86,203.80
3,74.88,1,1,4,3,6.03,3.13,321.78
2,61.25,2,2,3,2,0.00,4.36,203.76
1,44.19,1,2,1,3,0.00,3.68,133.97
3,59.89,1,0,0,3,0.00,7.15,130.81
3,44.53,1,0,2,2,4.48,8.47,279.46
1,54.73,2,1,4,1,0.00,4.03,158.76
2,53.51,1,0,1,1,0.00,7.66,153.21
2,71.05,2,1,3,3,0.00,3.54,191.18
2,46.85,1,1,4,0,0.00,5.28,148.04
2,40.28,1,0,0,4,4.83,8.95,272.86
2,86.02,2,0,3,0,4.48,6.98,291.40
3,70.08,2,0,2,4,4.08,5.56,321.78
6,112.78,1,0,1,1,0.00,5.44,175.48
6,78.53,2,2,2,1,0.00,7.83,235.78
2,67.04,1,1,0,4,0.00,6.84,170.04
6,111.78,2,0,1,3,0.00,3.82,230.87
3,52.33,1,2,1,0,2.48,4.48,207.96
4,72.01,1,2,0,3,0.00,3.46,165.00
2,80.54,1,1,1,0,0.00,5.65,127.76
3,60.68,1,0,4,3,0.00,6.49,163.14
6,128.97,2,1,0,3,0.00,8.70,260.38
4,96.81,2,0,0,4,4.51,2.34,331.03
6,126.29,1,0,1,2,0.00,2.69,205.24
2,34.94,2,1,2,4,0.00,7.89,186.99
6,115.41,2,0,3,4,0.00,8.01,305.81
3,65.05,1,2,4,4,0.00,8.45,242.39
2,91.87,2,2,4,2,0.00,2.61,226.76
5,78.88,1,0,0,2,0.00,8.04,211.23
1,50.45,1,0,3,0,0.00,2.33,113.05
4,107.51,2,0,4,1,0.00,4.45,182.29
3,67.73,1,1,3,0,0.00,6.86,119.99
4,68.94,1,2,1,4,5.16,4.44,315.09
2,97.72,2,2,1,3,1.37,3.74,239.50
5,87.21,2,0,4,0,0.00,2.50,189.59
5,97.39,2,2,4,0,1.00,3.85,219.36
2,55.91,2,1,0,3,0.00,5.09,170.67
5,65.95,1,2,3,2,0.00,8.17,246.91
2,74.13,1,0,4,3,0.00,2.36,160.10
1,57.47,2,2,0,0,0.00,4.79,119.61
6,88.48,1,2,0,0,0.00,2.23,172.25
4,104.78,2,0,1,0,0.00,2.32,146.37
1,32.88,1,0,3,1,0.00,4.98,111.58
4,89.42,2,0,2,3,0.00,3.96,210.92
2,45.34,2,0,3,0,0.00,8.06,148.48
4,74.02,1,1,4,0,0.00,4.33,127.27
2,51.55,1,0,4,3,0.00,7.02,217.67
2,31.83,2,0,4,4,0.00,3.29,222.58
6,114.11,1,2,0,2,5.27,4.43,296.23
5,88.47,1,2,4,4,0.00,3.34,226.54
1,30.00,2,0,0,3,0.00,4.24,152.67
4,70.66,2,2,3,0,0.00,5.29,193.17
2,53.31,1,0,4,4,0.00,7.86,192.60
1,44.56,1,1,2,3,0.00,3.08,117.91
4,76.20,1,1,0,1,0.00,4.99,139.48
6,88.64,2,1,0,4,0.00,4.34,239.37
1,30.00,1,0,0,2,0.00,8.99,94.92
1,33.96,2,0,3,0,0.00,4.77,136.48
1,45.73,1,1,4,1,0.00,4.79,172.88
4,69.49,2,2,4,4,0.00,4.65,212.21
3,70.62,1,1,0,3,0.00,3.62,167.41
6,105.13,1,0,0,2,5.20,8.75,339.70
6,99.13,1,1,3,1,0.00,5.34,229.88
3,47.53,1,0,2,1,0.00,6.59,137.91
1,49.86,1,1,2,2,0.00,3.17,132.04
2,55.99,1,2,3,1,0.00,3.98,139.62
5,105.00,2,1,1,1,2.12,5.43,260.81
2,97.61,2,0,2,4,0.00,7.59,212.72
2,57.93,2,1,3,2,0.00,4.82,138.64
6,136.37,1,2,4,2,2.75,8.20,326.80
1,67.99,2,2,0,4,0.00,3.51,158.73
6,120.05,1,0,4,4,1.82,2.66,325.37
3,30.00,1,2,4,0,0.00,2.82,164.55
3,114.14,1,0,0,3,0.00,5.36,185.51
3,82.31,1,2,3,0,0.00,6.49,154.36
2,56.57,1,2,3,3,0.00,5.08,197.35
6,141.97,1,1,0,4,0.00,6.73,220.54
2,78.71,2,0,4,2,4.88,5.77,301.12
6,113.62,2,0,2,4,0.00,3.88,251.17
4,113.49,1,1,3,1,0.00,8.11,209.49
1,52.37,1,0,4,0,0.00,4.37,95.71
5,108.30,2,2,0,0,0.00,5.47,205.87
2,56.02,1,1,2,3,0.00,4.00,134.02
2,51.49,1,0,0,1,0.00,3.97,89.64
5,85.65,2,0,1,0,0.00,4.07,185.95
4,89.24,2,0,0,2,0.00,5.35,196.78
3,68.98,2,2,1,3,6.29,4.87,397.05
1,41.20,1,1,4,4,0.00,2.59,165.81
3,77.26,1,1,3,4,0.00,2.19,157.78
2,52.90,1,0,0,2,2.62,3.37,152.63
5,96.88,1,1,3,1,0.00,8.24,195.79
6,111.63,2,0,0,1,0.00,8.49,224.88
